WARNING: --max-time is deprecated, use --time instead
sysbench 1.0.11 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 200
Report intermediate results every 3 second(s)
Initializing random number generator from current time

Forcing shutdown in 1801 seconds

Initializing worker threads...

Threads started!

[ 3s ] thds: 200 tps: 45.61 qps: 392.49 (r/w/o: 0.00/234.70/157.80) lat (ms,95%): 1678.14 err/s: 0.00 reconn/s: 0.00
[ 6s ] thds: 200 tps: 3.67 qps: 42.35 (r/w/o: 0.00/35.01/7.34) lat (ms,95%): 3639.94 err/s: 0.00 reconn/s: 0.00
[ 9s ] thds: 200 tps: 58.01 qps: 352.42 (r/w/o: 0.00/236.39/116.03) lat (ms,95%): 7086.63 err/s: 0.00 reconn/s: 0.00
[ 12s ] thds: 200 tps: 43.66 qps: 242.94 (r/w/o: 0.00/155.63/87.31) lat (ms,95%): 9799.46 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 200 tps: 21.67 qps: 164.00 (r/w/o: 0.00/120.67/43.33) lat (ms,95%): 12384.09 err/s: 0.00 reconn/s: 0.00
[ 18s ] thds: 200 tps: 42.00 qps: 245.65 (r/w/o: 0.00/161.66/83.99) lat (ms,95%): 15096.83 err/s: 0.00 reconn/s: 0.00
[ 21s ] thds: 200 tps: 28.33 qps: 174.67 (r/w/o: 0.00/118.00/56.67) lat (ms,95%): 13308.98 err/s: 0.00 reconn/s: 0.00
[ 24s ] thds: 200 tps: 39.68 qps: 236.08 (r/w/o: 0.00/156.72/79.36) lat (ms,95%): 19425.29 err/s: 0.00 reconn/s: 0.00
[ 27s ] thds: 200 tps: 29.66 qps: 173.65 (r/w/o: 0.00/114.32/59.33) lat (ms,95%): 18075.36 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 200 tps: 26.33 qps: 172.96 (r/w/o: 0.00/120.31/52.66) lat (ms,95%): 18075.36 err/s: 0.00 reconn/s: 0.00
[ 33s ] thds: 200 tps: 31.00 qps: 175.34 (r/w/o: 0.00/113.34/62.00) lat (ms,95%): 19078.64 err/s: 0.00 reconn/s: 0.00
[ 36s ] thds: 200 tps: 26.67 qps: 168.00 (r/w/o: 0.00/114.66/53.33) lat (ms,95%): 23257.82 err/s: 0.00 reconn/s: 0.00
[ 39s ] thds: 200 tps: 32.35 qps: 179.75 (r/w/o: 0.00/115.05/64.70) lat (ms,95%): 11946.04 err/s: 0.00 reconn/s: 0.00
[ 42s ] thds: 200 tps: 29.99 qps: 175.91 (r/w/o: 0.00/115.94/59.97) lat (ms,95%): 27846.48 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 200 tps: 24.00 qps: 157.34 (r/w/o: 0.00/109.34/48.00) lat (ms,95%): 11946.04 err/s: 0.00 reconn/s: 0.00
[ 48s ] thds: 200 tps: 27.00 qps: 155.00 (r/w/o: 0.00/101.00/54.00) lat (ms,95%): 19078.64 err/s: 0.00 reconn/s: 0.00
[ 51s ] thds: 200 tps: 25.67 qps: 160.00 (r/w/o: 0.00/108.67/51.33) lat (ms,95%): 13550.80 err/s: 0.00 reconn/s: 0.00
[ 54s ] thds: 200 tps: 29.33 qps: 179.00 (r/w/o: 0.00/120.34/58.67) lat (ms,95%): 22034.77 err/s: 0.00 reconn/s: 0.00
[ 57s ] thds: 200 tps: 30.33 qps: 176.00 (r/w/o: 0.00/115.33/60.67) lat (ms,95%): 18738.17 err/s: 0.00 reconn/s: 0.00
[ 60s ] thds: 200 tps: 28.33 qps: 177.01 (r/w/o: 0.00/120.34/56.67) lat (ms,95%): 19078.64 err/s: 0.00 reconn/s: 0.00
[ 63s ] thds: 200 tps: 31.68 qps: 190.73 (r/w/o: 0.00/127.38/63.36) lat (ms,95%): 17752.80 err/s: 0.00 reconn/s: 0.00
[ 66s ] thds: 200 tps: 34.65 qps: 202.25 (r/w/o: 0.00/132.95/69.31) lat (ms,95%): 11523.48 err/s: 0.00 reconn/s: 0.00
[ 69s ] thds: 200 tps: 29.34 qps: 180.72 (r/w/o: 0.00/122.03/58.68) lat (ms,95%): 8955.74 err/s: 0.00 reconn/s: 0.00
[ 72s ] thds: 200 tps: 25.33 qps: 153.68 (r/w/o: 0.00/103.01/50.67) lat (ms,95%): 12609.11 err/s: 0.00 reconn/s: 0.00
[ 75s ] thds: 200 tps: 35.66 qps: 203.93 (r/w/o: 0.00/132.62/71.31) lat (ms,95%): 13550.80 err/s: 0.00 reconn/s: 0.00
[ 78s ] thds: 200 tps: 31.00 qps: 186.00 (r/w/o: 0.00/124.00/62.00) lat (ms,95%): 14302.94 err/s: 0.00 reconn/s: 0.00
